Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library
GO_Biological_Process_2023,Positive Regulation Of Macrophage Chemotaxis (GO:0010759),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Inflammatory Response (GO:0006954),3/236,0.0447731175635023,0.1988138970570236,0,0,3.9632510729613735,12.310441912987706,CCL13;IL6;OLR1,GO_Biological_Process_2023
GO_Biological_Process_2023,"Negative Regulation Of mRNA Splicing, Via Spliceosome (GO:0048025)",1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,RBM20,GO_Biological_Process_2023
GO_Biological_Process_2023,Myeloid Dendritic Cell Activation (GO:0001773),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,DHRS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Extracellular Matrix Disassembly (GO:0010715),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Leukocyte Activation (GO:0002694),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Insulin Secretion (GO:0050796),2/87,0.0344580544182128,0.1988138970570236,0,0,7.184796380090498,24.19848407996846,IL6;SLC30A8,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Acute Inflammatory Response (GO:0002675),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Sphingoid Biosynthetic Process (GO:0046520),1/13,0.0426976406866875,0.1988138970570236,0,0,25.15277777777778,79.3220921121178,SPTSSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Bone Morphogenesis (GO:0060349),1/14,0.0459066810912919,0.1988138970570236,0,0,23.216783216783217,71.53426658516943,MMP13,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Inflammatory Response (GO:0050727),3/240,0.0466621043987496,0.2005774039826849,0,0,3.895569620253165,11.939231030185445,IL6;PLA2G2A;CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Neuroinflammatory Response (GO:0150077),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Biosynthetic Process (GO:0009890),1/16,0.0522930056729502,0.201091091940034,0,0,20.11919191919192,59.3695755904207,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),5/594,0.0487448783215387,0.201091091940034,0,0,2.6485568760611207,8.001701238574572,IL6;PRMT1;SLC30A2;AXIN2;CGA,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Inflammatory Response (GO:0050729),2/104,0.0475870203994486,0.201091091940034,0,0,5.982202111613876,18.21697336875912,IL6;PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112),1/16,0.0522930056729502,0.201091091940034,0,0,20.11919191919192,59.3695755904207,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Steroid Biosynthetic Process (GO:0050810),1/16,0.0522930056729502,0.201091091940034,0,0,20.11919191919192,59.3695755904207,CGA,GO_Biological_Process_2023
GO_Biological_Process_2023,T-helper Cell Differentiation (GO:0042093),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Nervous System Development (GO:0051961),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Collagen Biosynthetic Process (GO:0032965),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Lipid Storage (GO:0010888),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,"Protein Localization To Chromosome, Centromeric Region (GO:0071459)",1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Diol Biosynthetic Process (GO:0034312),1/17,0.0554703585925403,0.201091091940034,0,0,18.860795454545453,54.54365659888903,SPTSSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),2/109,0.0517459878136341,0.201091091940034,0,0,5.701222142343638,16.883647028655528,COL17A1;MMP13,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Translation (GO:0045727),2/108,0.0509039863408983,0.201091091940034,0,0,5.755297532656023,17.138205805076,IL6;PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitotic Chromosome Condensation (GO:0007076),1/15,0.049105124607314,0.201091091940034,0,0,21.557359307359302,64.96939440904092,NUSAP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of mRNA Processing (GO:0050686),1/15,0.049105124607314,0.201091091940034,0,0,21.557359307359302,64.96939440904092,RBM20,GO_Biological_Process_2023
GO_Biological_Process_2023,3'-UTR-mediated mRNA Destabilization (GO:0061158),1/15,0.049105124607314,0.201091091940034,0,0,21.557359307359302,64.96939440904092,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Acute Inflammatory Response (GO:0002673),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Chromosome Segregation (GO:0051984),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Stem Cell Differentiation (GO:2000738),1/17,0.0554703585925403,0.201091091940034,0,0,18.860795454545453,54.54365659888903,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892),1/17,0.0554703585925403,0.201091091940034,0,0,18.860795454545453,54.54365659888903,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Leukocyte Chemotaxis (GO:0002688),1/17,0.0554703585925403,0.201091091940034,0,0,18.860795454545453,54.54365659888903,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,KLK5,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Extracellular Matrix Organization (GO:1903055),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Myoblast Fusion (GO:0007520),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,CACNA1H,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Macrophage Migration (GO:1905523),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Monocyte Chemotaxis (GO:0090026),1/18,0.0586372175990698,0.201091091940034,0,0,17.750445632798574,50.34710965358108,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Fluid Transport (GO:0042044),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,AQP9,GO_Biological_Process_2023
GO_Biological_Process_2023,Insulin Secretion (GO:0030073),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,SLC30A8,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Megakaryocyte Differentiation (GO:0045652),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Water Transport (GO:0006833),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,AQP9,GO_Biological_Process_2023
GO_Biological_Process_2023,RNA Destabilization (GO:0050779),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of RNA Splicing (GO:0033119),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,RBM20,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Fatty Acid (GO:0070542),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,GLDC,GO_Biological_Process_2023
GO_Biological_Process_2023,Atrioventricular Valve Morphogenesis (GO:0003181),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,AXIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),2/110,0.0525930086390924,0.201091091940034,0,0,5.648148148148148,16.63476825040997,COL17A1;MMP13,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Granulocyte Chemotaxis (GO:0071622),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Sphingosine Metabolic Process (GO:0006670),1/19,0.0617936167940729,0.201091091940034,0,0,16.763468013468014,46.668744079814495,SPTSSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Chemokine Production (GO:0032682),1/16,0.0522930056729502,0.201091091940034,0,0,20.11919191919192,59.3695755904207,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996),1/17,0.0554703585925403,0.201091091940034,0,0,18.860795454545453,54.54365659888903,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitotic Cell Cycle Phase Transition (GO:0044772),2/111,0.0534450068867929,0.201091091940034,0,0,5.59604798870854,16.39139570500808,CDK1;CDKN3,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744),1/17,0.0554703585925403,0.201091091940034,0,0,18.860795454545453,54.54365659888903,PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),2/122,0.0631337189825066,0.2042978771568752,0,0,5.0802564102564105,14.034209747826548,IL6;PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Organonitrogen Compound Biosynthetic Process (GO:1901566),2/123,0.064042253318562,0.2060801000641995,0,0,5.03801652892562,13.845538515606004,PCSK1;SPTSSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Estradiol Stimulus (GO:0071392),1/20,0.0649395901837056,0.2066585853359915,0,0,15.880382775119616,43.421696050712754,NRIP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Macrophage Chemotaxis (GO:0010758),1/20,0.0649395901837056,0.2066585853359915,0,0,15.880382775119616,43.421696050712754,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Lipid Storage (GO:0010883),1/21,0.0680751716652813,0.2119529669146058,0,0,15.08560606060606,40.537176483196006,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Transferase Activity (GO:0051338),1/21,0.0680751716652813,0.2119529669146058,0,0,15.08560606060606,40.537176483196006,SPTSSB,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),1/21,0.0680751716652813,0.2119529669146058,0,0,15.08560606060606,40.537176483196006,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of T Cell Cytokine Production (GO:0002726),1/21,0.0680751716652813,0.2119529669146058,0,0,15.08560606060606,40.537176483196006,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cell Development (GO:0010721),1/22,0.0712003950414228,0.2154292927230939,0,0,14.366522366522366,37.96004302786625,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Dendritic Cell Differentiation (GO:0097028),1/22,0.0712003950414228,0.2154292927230939,0,0,14.366522366522366,37.96004302786625,DHRS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),1/23,0.0743152939821416,0.2154292927230939,0,0,13.712809917355372,35.64560614515663,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Postreplication Repair (GO:0006301),1/22,0.0712003950414228,0.2154292927230939,0,0,14.366522366522366,37.96004302786625,PCLAF,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Mononuclear Cell Migration (GO:0071675),1/22,0.0712003950414228,0.2154292927230939,0,0,14.366522366522366,37.96004302786625,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Extracellular Matrix Organization (GO:1903053),1/23,0.0743152939821416,0.2154292927230939,0,0,13.712809917355372,35.64560614515663,AXIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Alkylation (GO:0008213),1/23,0.0743152939821416,0.2154292927230939,0,0,13.712809917355372,35.64560614515663,PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Myotube Differentiation (GO:0010830),1/23,0.0743152939821416,0.2154292927230939,0,0,13.712809917355372,35.64560614515663,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Interleukin-6 (GO:0071354),1/23,0.0743152939821416,0.2154292927230939,0,0,13.712809917355372,35.64560614515663,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Translesion Synthesis (GO:0019985),1/23,0.0743152939821416,0.2154292927230939,0,0,13.712809917355372,35.64560614515663,PCLAF,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Cytoplasmic Translation (GO:2000765),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Eosinophil Chemotaxis (GO:0048245),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,CCL13,GO_Biological_Process_2023
GO_Biological_Process_2023,Eosinophil Migration (GO:0072677),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,CCL13,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of p38MAPK Cascade (GO:1900745),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Iron Ion Transport (GO:0006826),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,CP,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Hexose (GO:0009746),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,SLC30A8,GO_Biological_Process_2023
GO_Biological_Process_2023,ERK1 And ERK2 Cascade (GO:0070371),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Epithelial Cell Differentiation (GO:0030855),2/132,0.0724147519706283,0.2154292927230939,0,0,4.687100591715977,12.30525724588749,CDK1;OVOL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),2/132,0.0724147519706283,0.2154292927230939,0,0,4.687100591715977,12.30525724588749,IL6;PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Interleukin-17 Production (GO:0032740),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),1/24,0.0774199020723618,0.2154292927230939,0,0,13.115942028985508,33.55728718613052,CDK1,GO_Biological_Process_2023
GO_Biological_Process_2023,DNA Metabolic Process (GO:0006259),3/288,0.0722925363520685,0.2154292927230939,0,0,3.231578947368421,8.489469018367167,PCLAF;CDK1;AXIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Monocyte Chemotaxis (GO:0090025),1/25,0.0805142527998034,0.2167112598723681,0,0,12.568813131313131,31.66487558090284,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Platelet Aggregation (GO:0090330),1/25,0.0805142527998034,0.2167112598723681,0,0,12.568813131313131,31.66487558090284,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155),1/25,0.0805142527998034,0.2167112598723681,0,0,12.568813131313131,31.66487558090284,RBM24,GO_Biological_Process_2023
GO_Biological_Process_2023,Phosphatidylethanolamine Metabolic Process (GO:0046337),1/25,0.0805142527998034,0.2167112598723681,0,0,12.568813131313131,31.66487558090284,PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Cell Cycle (GO:0051726),3/298,0.0782881292975915,0.2167112598723681,0,0,3.1204449152542373,7.948894352772376,PCLAF;BRINP3;CDKN3,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of B Cell Activation (GO:0050864),1/25,0.0805142527998034,0.2167112598723681,0,0,12.568813131313131,31.66487558090284,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Myotube Differentiation (GO:0014902),1/25,0.0805142527998034,0.2167112598723681,0,0,12.568813131313131,31.66487558090284,CACNA1H,GO_Biological_Process_2023
GO_Biological_Process_2023,Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),1/26,0.0835983795138284,0.2188757572725691,0,0,12.065454545454546,29.94321429852069,CDHR3,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Glucocorticoid (GO:0051384),1/26,0.0835983795138284,0.2188757572725691,0,0,12.065454545454546,29.94321429852069,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Nuclear Division (GO:0051785),1/26,0.0835983795138284,0.2188757572725691,0,0,12.065454545454546,29.94321429852069,NUSAP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Acute Inflammatory Response (GO:0002526),1/26,0.0835983795138284,0.2188757572725691,0,0,12.065454545454546,29.94321429852069,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305),1/26,0.0835983795138284,0.2188757572725691,0,0,12.065454545454546,29.94321429852069,C11ORF80,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Erythrocyte Differentiation (GO:0045648),1/26,0.0835983795138284,0.2188757572725691,0,0,12.065454545454546,29.94321429852069,PRMT1,GO_Biological_Process_2023
Reactome_2022,NR1H2 And NR1H3 Regulate Gene Expression Linked To Gluconeogenesis R-HSA-9632974,1/5,0.0166396661964726,0.2202308761297851,0,0,75.48863636363636,309.1988806923386,NRIP1,Reactome_2022
Reactome_2022,Regulation Of Gene Expression In Endocrine-Committed (NEUROG3+) Progenitor Cells R-HSA-210746,1/5,0.0166396661964726,0.2202308761297851,0,0,75.48863636363636,309.1988806923386,NKX2-2,Reactome_2022
Reactome_2022,G2/M DNA Replication Checkpoint R-HSA-69478,1/5,0.0166396661964726,0.2202308761297851,0,0,75.48863636363636,309.1988806923386,CDK1,Reactome_2022
GO_Biological_Process_2023,Negative Regulation Of Neurogenesis (GO:0050768),1/27,0.0866723154837573,0.2208993527373639,0,0,11.60081585081585,28.37119607885258,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,"Synaptic Transmission, Glutamatergic (GO:0035249)",1/27,0.0866723154837573,0.2208993527373639,0,0,11.60081585081585,28.37119607885258,CDHR3,GO_Biological_Process_2023
GO_Biological_Process_2023,DNA Synthesis Involved In DNA Repair (GO:0000731),1/27,0.0866723154837573,0.2208993527373639,0,0,11.60081585081585,28.37119607885258,PCLAF,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Immunoglobulin Production (GO:0002637),1/27,0.0866723154837573,0.2208993527373639,0,0,11.60081585081585,28.37119607885258,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of SMAD Protein Signal Transduction (GO:0060390),1/27,0.0866723154837573,0.2208993527373639,0,0,11.60081585081585,28.37119607885258,OVOL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Notch Signaling Pathway (GO:0045746),1/27,0.0866723154837573,0.2208993527373639,0,0,11.60081585081585,28.37119607885258,DLK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Cell-Substrate Junction Assembly (GO:0007044),1/28,0.0897360938612077,0.2267017108072616,0,0,11.170594837261504,26.93098833106541,COL17A1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Bone Resorption (GO:0045124),1/28,0.0897360938612077,0.2267017108072616,0,0,11.170594837261504,26.93098833106541,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Neuron Development (GO:0048666),2/150,0.0901317978763934,0.2267070549205354,0,0,4.113305613305613,9.898596984353858,IL6;PRMT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Organic Cyclic Compound (GO:0071407),2/152,0.0921734255732119,0.2308343179572613,0,0,4.058051282051282,9.674732762214292,AQP9;NRIP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Maintenance Of Blood-Brain Barrier (GO:0035633),1/29,0.0927897477058275,0.2313718384353103,0,0,10.771103896103895,25.607428374118918,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Mononuclear Cell Migration (GO:0071677),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,CXCL17,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Migration (GO:0002687),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),1/30,0.0958333099563512,0.2324407060113371,0,0,10.399164054336469,24.387547080252187,OVOL2,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Estradiol (GO:0032355),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,NRIP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Macrophage Activation (GO:0043030),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Interleukin-10 Production (GO:0032733),1/30,0.0958333099563512,0.2324407060113371,0,0,10.399164054336469,24.387547080252187,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Developmental Growth (GO:0048640),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,SLC6A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Leukocyte Cell-Cell Adhesion (GO:0007159),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,OLR1,GO_Biological_Process_2023
GO_Biological_Process_2023,Central Nervous System Neuron Differentiation (GO:0021953),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,BRINP3,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To cAMP (GO:0071320),1/31,0.0988668134433671,0.2324407060113371,0,0,10.052020202020202,23.26019032662989,AQP9,GO_Biological_Process_2023
GO_Biological_Process_2023,Proteolysis (GO:0006508),3/330,0.0988680086332944,0.2324407060113371,0,0,2.810493119266055,6.5033955393286735,PCSK1;OLR1;KLK12,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Vasculature Development (GO:1901342),1/30,0.0958333099563512,0.2324407060113371,0,0,10.399164054336469,24.387547080252187,IL6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743),1/30,0.0958333099563512,0.2324407060113371,0,0,10.399164054336469,24.387547080252187,PLA2G2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),1/30,0.0958333099563512,0.2324407060113371,0,0,10.399164054336469,24.387547080252187,CDK1,GO_Biological_Process_2023
Reactome_2022,E2F-enabled Inhibition Of Pre-Replication Complex Formation R-HSA-113507,1/9,0.0297548181817399,0.2356418704501112,0,0,37.73674242424242,132.63575146396252,CDK1,Reactome_2022
Reactome_2022,Condensation Of Prometaphase Chromosomes R-HSA-2514853,1/10,0.0330065923938031,0.2356418704501112,0,0,33.54208754208754,114.4136695514984,CDK1,Reactome_2022
Reactome_2022,Type I Hemidesmosome Assembly R-HSA-446107,1/9,0.0297548181817399,0.2356418704501112,0,0,37.73674242424242,132.63575146396252,COL17A1,Reactome_2022
Reactome_2022,CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834,1/9,0.0297548181817399,0.2356418704501112,0,0,37.73674242424242,132.63575146396252,IL6,Reactome_2022
Reactome_2022,MAPK1 (ERK2) Activation R-HSA-112411,1/9,0.0297548181817399,0.2356418704501112,0,0,37.73674242424242,132.63575146396252,IL6,Reactome_2022
Reactome_2022,Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364,1/8,0.0264922734714402,0.2356418704501112,0,0,43.12987012987013,156.6003384261292,AXIN2,Reactome_2022
Reactome_2022,NR1H2 And NR1H3 Regulate Gene Expression Linked To Lipogenesis R-HSA-9029558,1/9,0.0297548181817399,0.2356418704501112,0,0,37.73674242424242,132.63575146396252,NRIP1,Reactome_2022
Reactome_2022,"Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767",1/7,0.0232189232742133,0.2356418704501112,0,0,50.32070707070707,189.3461363331078,CDK1,Reactome_2022
Reactome_2022,Peptide Hormone Metabolism R-HSA-2980736,2/89,0.0359170321078288,0.2356418704501112,0,0,7.0189213085764806,23.348748207315648,PCSK1;SLC30A8,Reactome_2022
Reactome_2022,Neurotransmitter Clearance R-HSA-112311,1/10,0.0330065923938031,0.2356418704501112,0,0,33.54208754208754,114.4136695514984,SLC6A4,Reactome_2022
Reactome_2022,MASTL Facilitates Mitotic Progression R-HSA-2465910,1/10,0.0330065923938031,0.2356418704501112,0,0,33.54208754208754,114.4136695514984,CDK1,Reactome_2022
Reactome_2022,Phosphorylation Of Emi1 R-HSA-176417,1/6,0.0199347325407437,0.2356418704501112,0,0,60.38787878787879,236.43616149285907,CDK1,Reactome_2022
Reactome_2022,RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332,1/8,0.0264922734714402,0.2356418704501112,0,0,43.12987012987013,156.6003384261292,MMP13,Reactome_2022
Reactome_2022,Keratinization R-HSA-6805567,3/208,0.0326659226194319,0.2356418704501112,0,0,4.510975609756097,15.433955100068522,KLK5;DSG3;KLK12,Reactome_2022
Reactome_2022,Collagen Formation R-HSA-1474290,2/90,0.0366554020700173,0.2356418704501112,0,0,6.938811188811189,22.94105914842209,COL17A1;MMP13,Reactome_2022
Reactome_2022,Interleukin-6 Signaling R-HSA-1059683,1/11,0.0362476310178566,0.2356418704501112,0,0,30.18636363636364,100.13967676460432,IL6,Reactome_2022
Reactome_2022,Apoptotic Cleavage Of Cell Adhesion Proteins R-HSA-351906,1/11,0.0362476310178566,0.2356418704501112,0,0,30.18636363636364,100.13967676460432,DSG3,Reactome_2022
